155 637
88 680 152 640 312 520 392 448
170 630
221 595
108 672
217 600
176 630
240 585 315 525
352 495
371 480
140 660
195 624 216 609 279 561 399 456
318 530
264 576
304 546
321 535
341 520
406 464
280 575
324 540
55 728
352 518
200 640
78 720
165 667 168 665 327 545 403 477
413 472
64 735
330 550
128 700
234 630
275 600
440 456
147 693 192 663 333 555 432 465
205 656
420 480
256 624 336 560
125 715
112 725
400 510
339 565
117 728 320 583 385 527 427 488
46 770
224 660
138 720 210 672 342 570 390 528
187 693
384 540
345 575
160 714 230 666 286 624 434 496
336 589
348 580
57 783
154 726
375 560
33 800 215 688 247 665 448 495
322 608
99 765 171 720 351 585 441 504
165 728
320 616
354 590
231 689
285 651
448 512
272 663 357 595
414 546
220 704
297 648
360 600
82 798
116 780
75 805 455 520
363 605
399 576
161 759
232 713
126 784 246 704 366 610 480 506
225 720
462 528
429 560
260 700
369 615
96 814
68 832 308 672 348 640 372 620
440 561
59 840 136 795 416 585 469 536
192 760
495 513
230 736
375 625
204 756
177 775
410 598
288 702 378 630
272 715
476 544
168 792
91 840 295 704 381 635 464 561
340 672
235 752
384 640
483 552
319 696
120 837 273 735 387 645 408 627
520 525
336 690
413 627
110 850 190 800 390 650 490 560
240 768
480 574
135 840
476 580
393 655
35 901
105 864
497 568
396 660
175 825
86 880
360 693
330 720
61 899 161 840 245 784 304 741 399 665 455 616 531 544
504 576
183 832
50 912 258 782 402 670 448 630
315 741
150 858
405 675
286 770
480 612
221 819 305 759 385 696 511 584
250 800
408 680
411 685
341 744 455 649
182 858 350 738 430 672 518 592
124 896
160 875
414 690
427 680
255 816
550 570
72 935 248 825 417 695 483 637
176 874
525 600
144 896
450 672
320 780 420 700
216 855
423 705
260 832 288 812 372 748 532 608
299 805
549 595
352 768
63 960
426 710
280 825
360 767
550 602
189 891
121 935 209 880 429 715 539 616
480 675
265 848
432 720
496 665
315 816
90 966 546 624
435 725
104 960
504 671
208 902 238 882 438 730 528 650
363 792
270 864
37 1008 128 957 520 663 553 632
111 969 336 819 441 735
400 770
312 840
185 928
196 924 256 884 444 740 576 620
153 952
259 885
560 640
447 745
275 880
416 774
333 840
450 750
384 805
567 648
374 816
145 975
65 1023 392 805 407 793 453 755
195 952
184 960 280 896 456 760 520 704
574 656
605 627
481 744
459 765
512 720
203 957
325 875
352 858 462 770
581 664
368 850
285 912 555 693
76 1044
85 1040 385 840 435 800 465 775
624 630
152 1003
240 950
132 1020 228 960 468 780 588 672
455 792
54 1066
255 945
162 1008
175 1001 304 915 471 785 629 640
264 945
290 928
595 680
94 1056 270 946 474 790 560 714
380 868
210 990
552 728
477 795
425 840
396 864
585 703
282 950 338 910 378 880 602 688
456 819
480 800
295 944
67 1088
368 897 483 805
201 1015
609 696
532 768
440 847
486 810
528 777
544 765
300 960
39 1121 335 936 489 815 525 784
470 832
117 1080
616 704
595 725
195 1037 217 1023 407 888 608 715
492 820
273 992
594 736
495 825
623 712
192 1050
136 1085 171 1064 305 976 469 851
351 945
498 830
660 684
272 1008
501 835
630 720
429 896
384 936 504 840
112 1118 310 992 418 912 658 702
105 1127 143 1105 247 1040 408 925 507 845 603 760 637 728
224 1056
600 765
510 850
69 1155
336 990
644 736
207 1080 315 1008 513 855 585 792
264 1045
80 1159
98 1150
160 1116 364 980 516 860 544 836
155 1120
576 810
448 920
240 1071 345 999 429 936 651 744
519 865
663 737
294 1040
320 1024
522 870
180 1120
231 1089
658 752
400 975 525 875
560 846
483 912
140 1152
680 741
528 880
325 1040 360 1015 465 935 665 760
480 924
280 1073
490 918
531 885
440 960
289 1071
534 890
377 1015
672 768
560 871
621 819
420 988
537 895
330 1056
200 1144
238 1122
540 900
41 1240 71 1224 679 776 715 741
58 1232
123 1197
640 816
174 1170
205 1152 213 1147 543 905 728 735
130 1200
451 984
287 1105 335 1072 560 897 608 855
154 1190 266 1120 290 1104 400 1026 416 1014 546 910 686 784
355 1064
189 1176 369 1056 549 915 720 759
406 1034
693 792
552 920
390 1050
451 1005
340 1088
245 1155 320 1105 555 925 720 775
497 975
144 1221
700 800
102 1248 462 1008 522 960 558 930
533 952
600 896
288 1140
561 935
345 1104
707 808
306 1134
564 940
615 897
639 880
638 882
432 1053 567 945
84 1280
714 816
168 1235
230 1200 350 1120 570 950 650 880
252 1188
73 1295 403 1085 473 1032 697 840
573 955
510 1008
219 1216 336 1139 520 1001 721 824
640 900
198 1232
680 867
576 960
754 800
420 1088
355 1136
224 1225 365 1131 579 965 779 781
120 1288 728 832
95 1305
208 1242 240 1222 582 970 770 798
504 1035
484 1056
165 1275 285 1200 585 975 735 840
360 1152
259 1221 511 1040
720 861
148 1292 448 1092 588 980
714 870
416 1120
742 848
591 985
296 1209
480 1078
475 1085
594 990
43 1365 323 1197 365 1168 672 923
129 1320
690 910
749 856
215 1273 392 1155 597 995 657 943
495 1080
444 1120
143 1320
301 1224
600 1000
207 1288
756 864
106 1350 266 1254 370 1184 624 986
75 1368 387 1173 603 1005 672 945
225 1287
606 1010
665 960
312 1235 473 1120 592 1025 763 872
318 1232
429 1155
464 1131 609 1015
720 918
803 840
375 1200
506 1104
612 1020
559 1065
770 880
615 1025
62 1410 530 1102 560 1078 618 1030
273 1287 525 1107 645 1008 777 888
380 1216 740 924
186 1344
152 1365
832 840
621 1035
88 1407
310 1274
825 855
176 1360 304 1280 624 1040 784 896
517 1128
731 949
340 1260
264 1311
442 1190
253 1320 385 1232 627 1045 715 968
216 1344
434 1200
675 1008
352 1260
791 904
480 1170 630 1050
456 1189
704 990
203 1365 440 1207 633 1055 817 888
742 960
280 1320
390 1248 432 1218 558 1122 798 912
77 1443
636 1060
528 1152
231 1360
639 1065
608 1092
805 920
825 903
642 1070
385 1271 395 1264 616 1095 760 969
682 1040
200 1395 455 1225 645 1075 680 1045
812 928
560 1150
648 1080
110 1456
704 1036
287 1353
45 1496 119 1456 496 1209 539 1176 609 1120 651 1085 760 989
400 1280
135 1449 819 936
156 1440
225 1400
330 1334 336 1330 654 1090 806 954
759 1001
315 1349
312 1353 357 1323 657 1095 792 975
826 944
175 1440
128 1470
405 1296
660 1100
736 1035
693 1075
256 1400
600 1155
187 1445 323 1360 663 1105 833 952
468 1260
495 1241
550 1200
880 912
294 1386 384 1326 666 1110 864 930
410 1312
840 960
79 1520 585 1184 595 1176 669 1115
525 1235
237 1435
512 1248 672 1120
624 1161
250 1430
847 968
224 1450
675 1125
415 1328
395 1344
800 1020
561 1224
678 1130
234 1456 640 1166 770 1054 854 976
92 1540
681 1135
184 1491 301 1419 481 1295 765 1064
448 1320
276 1440 420 1344 684 1140 780 1056
553 1247
861 984
160 1517 368 1387 687 1145 833 1015
374 1386
768 1080
855 1001
690 1150
320 1428 460 1332 572 1248 868 992
425 1360
528 1287 693 1155
711 1144
672 1178
552 1275
696 1160
875 1000
114 1566
480 1333
308 1452
936 945
750 1120
699 1165
66 1600 430 1376 494 1330 896 990
360 1425
644 1216
198 1530 342 1440 702 1170 882 1008
81 1599
583 1272
705 1175
330 1456
243 1512
640 1232
935 969
169 1560 736 1155 869 1035 889 1016
708 1180
435 1392
105 1600
47 1633
462 1378
141 1584 405 1419 711 1185 840 1071
616 1265
570 1302
235 1533
896 1024
315 1485
544 1326 714 1190
828 1092
329 1480
440 1408
717 1195
594 1296
800 1125
423 1425 507 1365 567 1320 903 1032
391 1449
720 1200
164 1596
525 1360
217 1568 517 1368 723 1205 920 1027
232 1560
150 1610 910 1040
445 1424
328 1505
726 1210
798 1152
611 1309
729 1215
322 1518
917 1048
605 1320
464 1426
252 1568 492 1408 732 1220 960 1012
450 1440
705 1248
185 1615 560 1365 735 1225
924 1056
858 1120
520 1400
738 1230
83 1680
275 1573
96 1679 209 1615 249 1591 299 1560 361 1520 455 1456 504 1421 651 1309 656 1305 741 1235 799 1185 845 1144 931 1064
891 1104
192 1628
136 1664 616 1344 696 1280 744 1240
288 1575
880 1122
329 1551
415 1496
118 1680 272 1590 832 1170 938 1072
747 1245
384 1520
555 1400
990 1026
893 1120
460 1472
750 1250
680 1309
408 1512
480 1463
354 1550
945 1080
820 1196
753 1255
581 1395
533 1435
576 1404 756 1260
544 1430
168 1677 465 1488 627 1368 987 1053
952 1088
261 1624
759 1265
336 1584
672 1343
182 1680 590 1408 762 1270 928 1122
959 1096
747 1288
680 1344
765 1275
470 1504
984 1081
504 1485
768 1280
825 1232
966 1104
638 1392
771 1285
49 1776
147 1725
475 1520 925 1155
240 1674 546 1470 774 1290 816 1254
85 1763 245 1672 897 1183 973 1112
864 1215
1040 1050
672 1380
255 1672 343 1617 448 1547 592 1443 777 1295 913 1175 1008 1085
826 1254
920 1173
220 1700 380 1600 780 1300 980 1120
441 1560
480 1536
425 1575
783 1305
960 1148
649 1416
270 1680
539 1501
952 1160
987 1128
786 1310
440 1575
70 1802
840 1269
789 1315
210 1728
485 1552 595 1472 637 1440 1045 1083
994 1136
792 1320
559 1505 1056 1079
350 1650
172 1760
408 1615
720 1386
795 1325
735 1377
165 1771 1001 1144
660 1440
344 1665
122 1798 322 1680 490 1568 608 1482 798 1330 910 1232 1062 1088
760 1365
765 1363
801 1335
1008 1152
833 1312
366 1664
100 1824 516 1564 804 1340 896 1260
630 1482
200 1771
495 1584
807 1345
300 1716
1015 1160
357 1683
810 1350
279 1736 400 1659 671 1464 931 1245
572 1540
87 1848
880 1295
960 1224
133 1827 688 1457 813 1355 935 1248
442 1638 610 1518 770 1392 1022 1168
261 1755
500 1600
816 1360
195 1800
231 1785 399 1680 435 1656 600 1539 624 1521 819 1365 1029 1176
822 1370
505 1616
682 1488 910 1298
364 1716 700 1476 860 1344 1036 1184
825 1375
248 1792
609 1551
320 1750
828 1380
1105 1127
854 1360
585 1575
1043 1192
510 1632
176 1845 665 1519 800 1411 831 1385
1100 1140
928 1305
144 1870 496 1650 834 1390 966 1274
352 1748
1050 1200
51 1925
288 1792
153 1872 693 1512 783 1440 837 1395
900 1344
255 1817 515 1648 760 1463 1032 1225
640 1560 840 1400
371 1749
432 1710
357 1760 528 1645 728 1495 1057 1208
843 1405
459 1701
846 1410
1000 1275
520 1664 576 1624 744 1496 1064 1216
598 1610
89 1935 561 1640 849 1415 931 1344
1098 1190
957 1323
704 1536
115 1925
126 1920
267 1840
852 1420
1071 1224
560 1650
1144 1155
663 1577
720 1534
345 1800 525 1680 855 1425 975 1320
1100 1204
378 1782
445 1739
242 1870 418 1760 858 1430 1078 1232
765 1512
656 1599 861 1435
960 1350
880 1421
297 1848
530 1696
400 1785 575 1665 715 1560 1085 1240
864 1440
623 1632
992 1330
1131 1200
611 1645
630 1632
867 1445
180 1932 1092 1248
104 1975
870 1450
208 1920
535 1712
385 1815
312 1863 360 1833 873 1455 1155 1197
325 1859 801 1519 969 1376 1099 1256
1008 1342
416 1804 476 1764 876 1460 1056 1300
805 1520
726 1584
879 1465
540 1728
520 1743
74 2016 256 1914 1040 1326 1106 1264
222 1938 672 1638 882 1470
800 1540
1071 1305
624 1680
885 1475
370 1856
1113 1272
91 2024 456 1805 545 1744 979 1400
392 1848 512 1768 888 1480 1152 1240
720 1617
306 1904
273 1927 728 1615 737 1608 992 1395
518 1770
891 1485
1120 1280
1173 1232
1035 1365
894 1490
455 1824
550 1760
832 1548
253 1955 437 1840 897 1495 1127 1288
666 1680
900 1500
768 1610
205 1995
1134 1296
53 2080 280 1953 637 1715 688 1677 903 1505 952 1463 1157 1275
748 1632
159 2025 399 1881 555 1776 936 1479
290 1950
265 1968
130 2046 784 1610 814 1586 906 1510
493 1827
184 2021 371 1909 975 1456 1141 1304
909 1515
352 1925
390 1904
477 1848
368 1920 560 1792 912 1520 1040 1408
819 1600
1148 1312
1080 1377
1210 1254
315 1960 615 1760 915 1525 1200 1265
583 1785
962 1488
759 1656
918 1530
552 1813
1024 1440
1155 1320
406 1914
565 1808
245 2016 689 1720 921 1535 1144 1335
650 1750
704 1716 924 1540
1162 1328
221 2040
1001 1479
93 2115 795 1653 840 1617 927 1545
736 1700
240 2035
570 1824 1110 1386
152 2088
279 2016
170 2080 770 1680 870 1600 930 1550
1169 1336
1248 1260
304 2006
933 1555
901 1584
480 1900
465 1911
413 1947
264 2040 456 1920 936 1560 1176 1344
575 1840
910 1584
108 2132
616 1815
510 1890
216 2075 735 1729 920 1581 939 1565
663 1785
1025 1495
324 2016
195 2093 1007 1513 1183 1352
350 2002 608 1830 942 1570 1258 1280
651 1800
781 1704
528 1890
432 1955
580 1856
720 1755 945 1575
1190 1360
1056 1485
188 2112 540 1892 948 1580 1120 1428
760 1736
1113 1440
951 1585
420 1980
376 2009
585 1872 648 1827 837 1683 1197 1368
1104 1456
954 1590
850 1680
1265 1311
792 1728
957 1595
1170 1406
564 1900 676 1820 756 1760 1204 1376
912 1638
1219 1365
960 1600
590 1888
134 2176
963 1605
1211 1384
864 1691
1023 1560
736 1794 966 1610
95 2208 333 2072 427 2013 752 1785
402 2030
391 2040 595 1904 969 1615 1105 1496
1218 1392
285 2107 527 1953 803 1752 1288 1325
1064 1536
840 1725
880 1694
972 1620
55 2241
165 2184
1056 1554
275 2125 475 2000 975 1625 1225 1400
1088 1530
689 1855
600 1920
385 2064
78 2242 670 1872 978 1630 1050 1568
940 1664
1200 1435
234 2160
1080 1547
1232 1408
495 2001 504 1995 981 1635 1209 1431
1190 1450
1160 1479
665 1887
390 2074 434 2046 814 1776 1216 1430
984 1640
605 1936
1239 1416
752 1833 987 1645
546 1984
192 2205
1188 1472
990 1650
715 1869
1246 1424
215 2200
384 2100
147 2240 855 1768 993 1655 1128 1537
272 2170 342 2128 610 1952 938 1702
319 2145
702 1890
996 1660
825 1800
1253 1432
1320 1368
441 2079 576 1989 999 1665 1296 1395
544 2016
615 1968
1002 1670
1260 1440
935 1729
858 1792
125 2280 645 1955 1005 1675 1120 1575
1045 1643
768 1872 1008 1680
97 2303 112 2295 1267 1448 1352 1365
375 2145
224 2236 620 1984 836 1824 1316 1404
291 2200 735 1904 1011 1685 1045 1656
336 2175
1173 1547
715 1925
210 2254 286 2210 494 2080 816 1850 1014 1690 1206 1520 1274 1456
448 2112
920 1771
1200 1530
485 2091
1017 1695
625 2000
560 2047
351 2184 960 1749 1155 1581 1281 1464
1020 1700
138 2310
1235 1512
187 2288 847 1848 957 1760 1023 1705
672 1980
679 1976
1288 1472
414 2160 630 2016 1026 1710 1170 1584
528 2090
259 2261 784 1911 1029 1715 1265 1504
160 2318
196 2300
455 2145 875 1845 1075 1680 1295 1480
320 2232 728 1960 1032 1720 1088 1672
561 2079
310 2240
1152 1620
247 2280 392 2193 635 2032 873 1855
1035 1725
896 1840
480 2142 690 1998 858 1872 1302 1488
1038 1730
1375 1425
1326 1474
588 2080
1041 1735
1309 1496
640 2048
1008 1767
440 2185
1044 1740
57 2408
171 2349
360 2240
462 2178
285 2288 777 1960 1047 1745 1067 1728
1316 1504
1125 1680
399 2225 784 1961 869 1896 1240 1581
800 1950 1050 1750
99 2400 645 2064 741 1995 1344 1485
1120 1692
935 1848
966 1824
280 2304
297 2295 513 2160 1053 1755 1323 1512
1360 1482
1056 1760
627 2093
495 2184
650 2080 720 2030 930 1870 1330 1520
1059 1765
960 1848
1232 1615
560 2146
980 1836
1062 1770
469 2211 741 2024 1184 1665 1261 1595
880 1920
578 2142
1337 1528
1065 1775
693 2067
655 2096
1068 1780
855 1953
754 2030
1375 1505
1344 1536
1120 1742
816 1989 1071 1785
369 2296
1242 1638
200 2397
840 1976
1074 1790
552 2185
660 2112
416 2275 969 1880 1176 1705 1351 1544
891 1944
400 2288
1077 1795
476 2244
1309 1595
1080 1800
1455 1456
82 2480 142 2448 1358 1552 1430 1482
116 2464
246 2394
232 2403 437 2280 600 2173 665 2128 1083 1805 1235 1672 1295 1617
1280 1632
348 2340
410 2304 426 2294 1086 1810 1456 1470
225 2415 1365 1560
767 2065
464 2275
260 2400
1089 1815
902 1968
574 2210 670 2144 1120 1794 1216 1710
1197 1728
308 2380 532 2240 580 2208 800 2052 832 2028 1092 1820 1372 1568
101 2499
483 2277
520 2255 595 2205 1095 1825 1320 1625
303 2392
710 2128
696 2139
1379 1576
378 2352 738 2112 1098 1830 1440 1518
675 2160
952 1955
505 2279 616 2205 1101 1835 1311 1649
812 2068
913 1992
1386 1584
1000 1925
1104 1840
1287 1680
780 2100
902 2010
1107 1845
680 2176
707 2160 728 2145 928 1995 1393 1592
490 2310 640 2210 1110 1850 1440 1550
1425 1568
994 1950
848 2067 1113 1855
288 2442
1400 1600
685 2192
204 2496 924 2016 1044 1920 1116 1860
1066 1904
1320 1683
1200 1792
59 2581 909 2035 1064 1911 1119 1865
177 2520 408 2385 1248 1755 1407 1608
1040 1935
576 2280
295 2457
1122 1870
1485 1539
690 2208
387 2408 413 2392 793 2135 1160 1843
1125 1875
1414 1616
497 2343
612 2268
531 2325
1128 1880
1230 1794
935 2040
319 2465 551 2320 1131 1885 1421 1624
649 2256 695 2224 1111 1904 1311 1729
1278 1760
1276 1764
864 2106 1134 1890
1400 1653
168 2560
816 2145
341 2464
1428 1632
103 2600 767 2185 1137 1895 1232 1813
336 2470
309 2491
460 2400 700 2240 1140 1900 1300 1760
504 2376
1435 1640
146 2590 806 2170 946 2064 1394 1680
273 2520 885 2112 1143 1905 1392 1683
425 2431
515 2376
1146 1910
1020 2016
1313 1767
438 2432 672 2278 1040 2002 1442 1648
705 2256
1280 1800
1149 1915
1003 2037
396 2464
1360 1734
1152 1920
721 2255
1449 1656
1508 1600
880 2145 1155 1925
840 2176
957 2088
710 2272
120 2639 511 2409 629 2331 1121 1960
448 2450 730 2262 1158 1930 1558 1562
240 2576 1456 1664
920 2125
208 2597
360 2511 819 2205 1161 1935 1224 1881
190 2610
927 2128
1560 1575
416 2484 480 2444 1164 1940 1540 1596
715 2288 792 2233 1023 2057 1463 1672
1008 2070
1515 1624
1239 1881
1167 1945
600 2375
968 2112
330 2550 570 2400 1170 1950 1470 1680
624 2365
135 2665
720 2304
1173 1955
518 2442 1022 2080
1440 1722
377 2535 1133 1995 1357 1800 1477 1688
296 2584 896 2184 1176 1960
405 2520
1312 1845
1428 1740
840 2231
1179 1965
832 2240
725 2320
1484 1696
105 2703
1182 1970
979 2136
592 2418
315 2592
960 2156
235 2640 675 2365 1185 1975 1400 1785
1475 1717
1491 1704
950 2170
1275 1904
1188 1980
86 2730 646 2394 730 2336 1344 1846
525 2475
258 2640
161 2695 1040 2109 1191 1985 1339 1856
1380 1820
1080 2079
1498 1712
430 2546 784 2310 1194 1990 1314 1886
990 2160
61 2760
888 2240
183 2697 483 2520 735 2352 912 2223 1197 1995 1365 1848 1593 1632
286 2640
705 2375 845 2275 945 2200 1505 1720
305 2632
602 2448
1200 2000
427 2565
414 2576
1203 2005
1512 1728
549 2496
212 2700 532 2508 740 2368 1248 1972
1595 1653
150 2736 774 2346 1206 2010 1344 1890
945 2223
221 2704 341 2635 424 2585 560 2499 589 2480 671 2425 805 2331 1001 2184 1131 2080 1209 2015 1320 1919 1519 1736 1545 1711
450 2574
1212 2020
1330 1920
745 2384
793 2352
624 2470 946 2240 1184 2050 1526 1744
1215 2025
636 2464
858 2310
928 2262 1218 2030
1440 1836
1606 1680
663 2457 915 2277 1155 2088 1533 1752
539 2541 704 2431 1221 2035 1584 1705
750 2400
1456 1829
1012 2208
1175 2080
1224 2040
848 2337
1118 2130
1540 1760
107 2808 1037 2200 1127 2128 1227 2045
423 2632
321 2695 755 2416 1064 2185 1560 1751
1230 2050
255 2737 1547 1768
1233 2055
535 2576 871 2345 1159 2121 1376 1935
1023 2232 1365 1947
124 2820 1060 2204 1120 2156 1236 2060
1485 1840
546 2574 1050 2214 1290 2016 1554 1776
248 2755
760 2432 1480 1848
944 2301 1239 2065
372 2688
304 2730
480 2625
1664 1680
1242 2070
496 2619 749 2451 1105 2184 1561 1784
1281 2040
1245 2075
176 2814
765 2448
620 2548
1650 1710
352 2720 608 2560 1248 2080 1568 1792
1034 2256
1272 2065
1462 1898
216 2805 744 2475 1251 2085 1449 1911
680 2520
299 2760
528 2622
553 2607 963 2320 1403 1957 1480 1887
884 2380
1575 1800
506 2640 770 2464 1254 2090 1430 1936
432 2688
868 2400
1257 2095
1350 2016
704 2520
1582 1808
960 2340 1260 2100
912 2378
648 2565
280 2795 775 2480 1045 2280 1645 1755
287 2793 992 2323 1263 2105 1525 1872
1408 1980
1589 1816
1177 2183
406 2730 880 2414 1266 2110 1634 1776
1484 1920
560 2640
1269 2115
780 2496 864 2436 1116 2244 1596 1824
154 2886
897 2415
1272 2120
109 2915
1647 1785
1275 2125
1056 2304
63 2945 327 2800 1547 1885 1603 1832
462 2720
189 2880
209 2871
1278 2130
315 2813 475 2717 785 2512 1240 2163
1216 2184
840 2475
1160 2233
441 2744 545 2679 861 2464 976 2379 1281 2135 1391 2040 1680 1771
1610 1840
1080 2301
697 2583
1650 1806
1284 2140
567 2673
1696 1769
770 2542 790 2528 1232 2190 1520 1938
363 2805 627 2640 1287 2145 1617 1848
1364 2080
245 2875
693 2600 763 2552 1067 2328 1705 1767
400 2790 910 2450 1290 2150 1360 2090
1440 2025
1624 1856
1293 2155
819 2525
1120 2300
795 2544
1296 2160
1488 1995
220 2912
1631 1864
336 2849 981 2419 1299 2165 1605 1891
1408 2072
945 2448
574 2706
735 2600
440 2793
90 2992 238 2912 992 2418 1078 2352 1218 2240 1302 2170 1520 1978
800 2560
270 2898 1638 1872
1305 2175
1045 2387
312 2880
1071 2369
450 2800
660 2668 672 2660 1308 2180 1612 1908
923 2485
1645 1880
1518 2002
529 2760 805 2576 1311 2185 1495 2024
1199 2280
630 2698
1512 2013
1400 2115
624 2706 714 2646 1314 2190 1584 1950
1197 2288
1652 1888
1089 2376
350 2880
581 2739
128 3007 880 2537 1317 2195 1435 2093
256 2940
1768 1785
810 2592
1736 1819
1320 2200
111 3024 384 2871 1560 1989 1659 1896
1472 2070
1386 2150
333 2907 1008 2457 1323 2205
512 2800
1200 2310
374 2890 646 2720 1326 2210 1666 1904
1225 2295
936 2520
640 2727 815 2608 1417 2135 1425 2128
990 2482
555 2784
1100 2400
1329 2215
1760 1824
1673 1912
588 2772 768 2652 1332 2220 1728 1860
1449 2120
459 2856
1463 2112
1335 2225
820 2624
777 2655
1680 1920
896 2575
158 3040 1170 2368 1190 2352 1338 2230
1341 2235
1050 2470
1111 2424
403 2912 1320 2257 1575 2033 1687 1928
474 2870
825 2640
1024 2496 1344 2240
1248 2322
224 3021 731 2709 949 2555 1635 1984
500 2860
999 2520
1347 2245
595 2805
1694 1936
448 2900
1504 2115
1350 2250
1152 2415
830 2656
145 3080
1353 2255
790 2688
1701 1944
1600 2040
696 2755
1122 2448
672 2773
1356 2260
435 2925
65 3136
195 3069 1176 2415 1221 2379 1359 2265
468 2912 1280 2332 1540 2108 1708 1952
835 2672
325 3000
184 3080
1362 2270
455 2929
368 2982 602 2838 962 2590 1530 2128
896 2640
385 2975 665 2800 725 2760 1000 2565 1040 2535 1365 2275 1715 1960
1827 1853
585 2856
552 2880 840 2688 1368 2280 1560 2112
113 3135 1133 2472 1240 2387 1408 2247
1106 2494
1587 2093
1722 1968
339 3016 715 2781 1371 2285 1680 2009
1815 1881
320 3034 736 2774 1374 2290 1666 2030
1443 2232
285 3059 565 2891 845 2704 936 2639 1120 2501 1209 2431 1729 1976
748 2772
1377 2295
1015 2585
1536 2160
1760 1953
1710 2002
609 2871
1380 2300
640 2856 920 2664 1144 2496 1736 1984
975 2625
1383 2305
791 2760
850 2720
477 2968
1056 2574 1386 2310
1743 1992
1640 2091
301 3080 1105 2544 1389 2315 1664 2071
1422 2288
1344 2356
1104 2550
1392 2320
855 2736 1665 2079
1750 2000
228 3132
1017 2623
960 2666
255 3120 1155 2520 1305 2400 1395 2325
616 2904
1872 1890
1235 2461
1500 2240
456 3009
1398 2330
1757 2008
132 3200 860 2752 988 2660 1792 1980
1401 2335
720 2850
264 3131
